Latitude,Longitude,Crossroad,Slope,Traffic_Light,Distance,Frequent_Place,Probability
37.61713681,127.0732638,0,1,0,1137.8728345777206,0,0.0
37.61713681,127.0734614,0,1,0,1133.4725100991295,0,0.0
37.61713681,127.073659,0,1,0,1129.3232537179986,0,0.0
37.61713681,127.0738567,0,1,0,1125.4259357261683,0,0.0
37.61733444,127.0730662,0,1,0,1121.4040755482974,0,0.0
37.61733444,127.0732638,0,1,0,1116.667692535755,0,0.0
37.61733444,127.0734614,0,1,0,1112.183485581858,0,0.0
37.61733444,127.073659,0,1,0,1107.9545165736947,0,0.0
37.61733444,127.0738567,0,1,0,1103.9817750178124,0,0.0
37.61733444,127.0740543,0,1,0,1100.2720761746723,0,0.0
37.61733444,127.0742519,0,1,0,1096.8259929435324,0,0.0
37.61733444,127.0744496,0,1,0,1093.644475758647,0,0.0
37.61753207,127.0730662,0,1,0,1100.3204358107998,0,0.0
37.61753207,127.0732638,0,1,0,1095.492913960329,0,0.0
37.61753207,127.0734614,0,1,0,1090.9216842434903,0,0.0
37.61753207,127.073659,0,1,0,1086.6099812283246,0,0.0
37.61753207,127.0738567,0,1,0,1082.558923772298,0,0.0
37.61753207,127.0740543,0,1,0,1078.7755685097309,0,0.0
37.61753207,127.0742519,0,1,0,1075.260603075551,0,0.0
37.61753207,127.0744496,0,1,0,1072.0150948620608,0,0.0
37.61753207,127.0746472,0,1,0,1069.0447953885362,0,0.0
37.61753207,127.0748448,0,1,0,1066.3502797025767,0,0.0
37.6177297,127.0730662,0,1,0,1079.2723768209491,0,0.0
37.6177297,127.0732638,0,1,0,1074.3502941875506,0,0.0
37.6177297,127.0734614,0,1,0,1069.6887293992563,0,0.0
37.6177297,127.073659,0,1,0,1065.2911024286109,0,0.0
37.6177297,127.0738567,0,1,0,1061.1586725868267,0,0.0
37.6177297,127.0740543,0,1,0,1057.2987533885446,0,0.0
37.6177297,127.0742519,0,1,0,1053.7121577337891,0,0.0
37.6177297,127.0744496,0,1,0,1050.4000804296634,0,0.0
37.6177297,127.0746472,0,1,0,1047.368491414003,0,0.0
37.6177297,127.0748448,0,1,0,1044.6180721087176,0,0.0
37.6177297,127.0750424,0,1,0,1042.1510486836492,0,0.0
37.6177297,127.0752401,0,1,1,1039.968406478896,0,0.0
37.6177297,127.0754377,0,1,0,1038.0741536966898,0,0.0
37.61792733,127.0728685,0,1,0,1063.5461163804985,0,0.0
37.61792733,127.0730662,0,1,0,1058.2620216061568,0,0.0
37.61792733,127.0732638,0,1,0,1053.24176987237,0,0.0
37.61792733,127.0734614,0,1,0,1048.4863735664085,0,0.0
37.61792733,127.073659,0,1,0,1043.99945192595,0,0.0
37.61792733,127.0738567,0,1,0,1039.7824168897453,0,0.0
37.61792733,127.0740543,0,1,0,1035.8428557074458,0,0.0
37.61792733,127.0742519,0,1,0,1032.1817181511044,0,0.0
37.61792733,127.0744496,0,1,0,1028.8003379767122,0,0.0
37.61792733,127.0746472,0,1,0,1025.7049186614283,0,0.0
37.61792733,127.0748448,0,1,0,1022.8962582932955,0,0.0
37.61792733,127.0750424,0,1,0,1020.3767248479596,0,0.0
37.61792733,127.0752401,0,1,0,1018.1474111804954,0,0.0
37.61792733,127.0754377,0,1,0,1016.212489322968,0,0.0
37.61792733,127.0756353,0,1,0,1014.5724352337726,0,0.0
37.61792733,127.075833,0,1,1,1013.2280759547564,0,0.0
37.61812496,127.0728685,0,1,0,1042.6820205449303,0,0.0
37.61812496,127.0730662,0,1,0,1037.2916612395456,0,0.0
37.61812496,127.0732638,0,1,0,1032.1694328378985,0,0.0
37.61812496,127.0734614,0,1,0,1027.3165113066082,0,0.0
37.61812496,127.073659,0,1,0,1022.7367302624745,0,0.0
37.61812496,127.0738567,0,1,0,1018.4316676332134,0,0.0
37.61812496,127.0740543,0,1,0,1014.4092027488964,0,0.0
37.61812496,127.0742519,0,1,0,1010.670435064321,0,0.0
37.61812496,127.0744496,0,1,0,1007.2168500247484,0,0.0
37.61812496,127.0746472,0,1,0,1004.0549012001908,0,0.0
37.61812496,127.0748448,0,1,0,1001.1855147689844,0,0.0
37.61812496,127.0750424,0,1,0,998.611212659376,0,0.0
37.61812496,127.0752401,0,1,0,996.3332055148184,0,0.0
37.61812496,127.0754377,0,1,0,994.3558414559132,0,0.0
37.61812496,127.0756353,0,1,0,992.6796820581964,0,0.0
37.61812496,127.075833,0,1,0,991.3056370184256,0,0.0
37.61812496,127.0760306,0,1,0,990.2363564712052,0,0.0
37.61812496,127.0762282,0,1,0,989.4720542180124,0,0.0
37.61812496,127.0764258,0,1,0,989.0134373139967,0,0.0
37.61832258,127.0728685,0,1,0,1021.8655692607944,0,0.0
37.61832258,127.0730662,0,1,0,1016.364829159408,0,0.0
37.61832258,127.0732638,0,1,0,1011.1366088400636,0,0.0
37.61832258,127.0734614,0,1,0,1006.1822621281428,0,0.0
37.61832258,127.073659,1,1,0,1001.5058535038456,0,0.0
37.61832258,127.0738567,1,1,0,997.1091415538916,0,0.0
37.61832258,127.0740543,0,1,0,993.0003176682246,0,0.0
37.61832258,127.0742519,0,1,0,989.1806451330976,0,0.0
37.61832258,127.0744496,0,1,0,985.6517751674588,0,0.0
37.61832258,127.0746472,0,1,0,982.4204295745304,0,0.0
